second,user_unique,timestamp,date
113.0,1,1589650386.099146,2020-05-16T17:33:06.000000
121.0,10,1589650394.5145972,2020-05-16T17:33:14.000000
122.0,9,1589650394.7540374,2020-05-16T17:33:14.000000
123.0,23,1589650395.9713967,2020-05-16T17:33:15.000000
124.0,32,1589650397.133474,2020-05-16T17:33:17.000000
125.0,10,1589650397.6886506,2020-05-16T17:33:17.000000
126.0,3,1589650399.432075,2020-05-16T17:33:19.000000
165.0,5,1589650437.9821572,2020-05-16T17:33:57.000000
199.0,15,1589650472.3676143,2020-05-16T17:34:32.000000
202.0,18,1589650475.2306063,2020-05-16T17:34:35.000000
203.0,7,1589650475.7427232,2020-05-16T17:34:35.000000
208.0,5,1589650481.4615967,2020-05-16T17:34:41.000000
210.0,6,1589650483.5001962,2020-05-16T17:34:43.000000
211.0,22,1589650484.4579766,2020-05-16T17:34:44.000000
212.0,14,1589650484.7250662,2020-05-16T17:34:44.000000
257.0,4,1589650529.7955916,2020-05-16T17:35:29.000000
258.0,4,1589650531.1650546,2020-05-16T17:35:31.000000
259.0,12,1589650531.863528,2020-05-16T17:35:31.000000
260.0,15,1589650533.3239527,2020-05-16T17:35:33.000000
261.0,20,1589650534.0151398,2020-05-16T17:35:34.000000
262.0,3,1589650534.7943256,2020-05-16T17:35:34.000000
403.0,2,1589650676.544173,2020-05-16T17:37:56.000000
404.0,3,1589650676.6928825,2020-05-16T17:37:56.000000
449.0,14,1589650722.4868863,2020-05-16T17:38:42.000000
450.0,26,1589650723.3330138,2020-05-16T17:38:43.000000
451.0,32,1589650724.2159824,2020-05-16T17:38:44.000000
452.0,36,1589650725.356953,2020-05-16T17:38:45.000000
453.0,27,1589650726.1418688,2020-05-16T17:38:46.000000
454.0,34,1589650727.1290855,2020-05-16T17:38:47.000000
455.0,25,1589650728.178797,2020-05-16T17:38:48.000000
456.0,24,1589650728.959171,2020-05-16T17:38:48.000000
457.0,23,1589650730.1267076,2020-05-16T17:38:50.000000
458.0,20,1589650731.0715911,2020-05-16T17:38:51.000000
459.0,16,1589650732.086452,2020-05-16T17:38:52.000000
460.0,21,1589650732.9851766,2020-05-16T17:38:52.000000
461.0,19,1589650734.1803088,2020-05-16T17:38:54.000000
462.0,23,1589650735.054517,2020-05-16T17:38:55.000000
463.0,13,1589650736.5527992,2020-05-16T17:38:56.000000
464.0,35,1589650737.1961908,2020-05-16T17:38:57.000000
465.0,29,1589650738.1863918,2020-05-16T17:38:58.000000
466.0,27,1589650739.1839273,2020-05-16T17:38:59.000000
467.0,3,1589650739.6594408,2020-05-16T17:38:59.000000
472.0,14,1589650745.331353,2020-05-16T17:39:05.000000
473.0,31,1589650746.1502995,2020-05-16T17:39:06.000000
474.0,24,1589650747.2501888,2020-05-16T17:39:07.000000
475.0,32,1589650748.0327923,2020-05-16T17:39:08.000000
476.0,28,1589650749.1219532,2020-05-16T17:39:09.000000
477.0,25,1589650749.8941214,2020-05-16T17:39:09.000000
478.0,21,1589650750.9428763,2020-05-16T17:39:10.000000
479.0,31,1589650752.1785386,2020-05-16T17:39:12.000000
480.0,41,1589650752.8968325,2020-05-16T17:39:12.000000
481.0,26,1589650754.1755197,2020-05-16T17:39:14.000000
482.0,23,1589650755.0864897,2020-05-16T17:39:15.000000
483.0,27,1589650756.310327,2020-05-16T17:39:16.000000
484.0,18,1589650757.005429,2020-05-16T17:39:17.000000
485.0,32,1589650758.0288527,2020-05-16T17:39:18.000000
486.0,14,1589650759.0007813,2020-05-16T17:39:19.000000
487.0,26,1589650760.0975375,2020-05-16T17:39:20.000000
488.0,17,1589650761.043613,2020-05-16T17:39:21.000000
489.0,9,1589650761.8301902,2020-05-16T17:39:21.000000
491.0,15,1589650764.3846679,2020-05-16T17:39:24.000000
492.0,1,1589650764.682511,2020-05-16T17:39:24.000000
493.0,12,1589650765.951157,2020-05-16T17:39:25.000000
494.0,22,1589650766.892922,2020-05-16T17:39:26.000000
496.0,10,1589650769.253079,2020-05-16T17:39:29.000000
497.0,7,1589650770.5174212,2020-05-16T17:39:30.000000
498.0,18,1589650771.1328442,2020-05-16T17:39:31.000000
499.0,19,1589650772.0256734,2020-05-16T17:39:32.000000
500.0,23,1589650773.1572785,2020-05-16T17:39:33.000000
501.0,28,1589650774.0911357,2020-05-16T17:39:34.000000
502.0,25,1589650775.0420136,2020-05-16T17:39:35.000000
503.0,28,1589650776.2002273,2020-05-16T17:39:36.000000
504.0,30,1589650777.3533099,2020-05-16T17:39:37.000000
505.0,30,1589650778.1379054,2020-05-16T17:39:38.000000
506.0,25,1589650779.2288234,2020-05-16T17:39:39.000000
507.0,22,1589650780.0699532,2020-05-16T17:39:40.000000
508.0,29,1589650781.1302762,2020-05-16T17:39:41.000000
509.0,34,1589650782.2371395,2020-05-16T17:39:42.000000
510.0,28,1589650783.2030807,2020-05-16T17:39:43.000000
511.0,21,1589650784.1838148,2020-05-16T17:39:44.000000
512.0,29,1589650785.1007826,2020-05-16T17:39:45.000000
513.0,22,1589650786.183425,2020-05-16T17:39:46.000000
514.0,44,1589650787.2101953,2020-05-16T17:39:47.000000
515.0,21,1589650788.038811,2020-05-16T17:39:48.000000
516.0,22,1589650789.3450525,2020-05-16T17:39:49.000000
517.0,24,1589650790.1634734,2020-05-16T17:39:50.000000
518.0,26,1589650791.128728,2020-05-16T17:39:51.000000
519.0,23,1589650792.2023203,2020-05-16T17:39:52.000000
520.0,21,1589650793.3498971,2020-05-16T17:39:53.000000
521.0,23,1589650793.9652197,2020-05-16T17:39:53.000000
522.0,24,1589650795.21904,2020-05-16T17:39:55.000000
523.0,28,1589650796.1699026,2020-05-16T17:39:56.000000
524.0,23,1589650797.267507,2020-05-16T17:39:57.000000
525.0,18,1589650797.8844993,2020-05-16T17:39:57.000000
526.0,21,1589650799.200578,2020-05-16T17:39:59.000000
527.0,19,1589650800.020451,2020-05-16T17:40:00.000000
528.0,23,1589650801.2814956,2020-05-16T17:40:01.000000
529.0,23,1589650802.0228488,2020-05-16T17:40:02.000000
530.0,15,1589650803.042218,2020-05-16T17:40:03.000000
531.0,32,1589650804.0546443,2020-05-16T17:40:04.000000
532.0,4,1589650804.7197933,2020-05-16T17:40:04.000000
535.0,16,1589650808.206086,2020-05-16T17:40:08.000000
536.0,23,1589650809.1712563,2020-05-16T17:40:09.000000
537.0,25,1589650810.173965,2020-05-16T17:40:10.000000
538.0,29,1589650811.1435103,2020-05-16T17:40:11.000000
539.0,24,1589650812.0947392,2020-05-16T17:40:12.000000
540.0,23,1589650813.0875757,2020-05-16T17:40:13.000000
541.0,23,1589650814.2930903,2020-05-16T17:40:14.000000
542.0,24,1589650814.9615233,2020-05-16T17:40:14.000000
543.0,30,1589650816.3087683,2020-05-16T17:40:16.000000
544.0,35,1589650817.3211458,2020-05-16T17:40:17.000000
545.0,35,1589650818.0590239,2020-05-16T17:40:18.000000
546.0,13,1589650818.780371,2020-05-16T17:40:18.000000
550.0,18,1589650823.3792622,2020-05-16T17:40:23.000000
551.0,30,1589650824.1361833,2020-05-16T17:40:24.000000
552.0,15,1589650825.0106497,2020-05-16T17:40:25.000000
553.0,18,1589650826.1130557,2020-05-16T17:40:26.000000
554.0,32,1589650827.4420395,2020-05-16T17:40:27.000000
555.0,32,1589650827.8834808,2020-05-16T17:40:27.000000
556.0,35,1589650829.360387,2020-05-16T17:40:29.000000
557.0,34,1589650830.038875,2020-05-16T17:40:30.000000
558.0,36,1589650831.2155333,2020-05-16T17:40:31.000000
559.0,23,1589650831.8995526,2020-05-16T17:40:31.000000
560.0,28,1589650833.2588649,2020-05-16T17:40:33.000000
561.0,7,1589650834.0079722,2020-05-16T17:40:34.000000
564.0,24,1589650836.9790134,2020-05-16T17:40:36.000000
565.0,15,1589650838.32378,2020-05-16T17:40:38.000000
566.0,40,1589650839.2879968,2020-05-16T17:40:39.000000
567.0,12,1589650840.100068,2020-05-16T17:40:40.000000
568.0,45,1589650840.9767,2020-05-16T17:40:40.000000
569.0,27,1589650842.0926344,2020-05-16T17:40:42.000000
570.0,29,1589650843.1630309,2020-05-16T17:40:43.000000
571.0,32,1589650844.2956147,2020-05-16T17:40:44.000000
572.0,26,1589650844.9508593,2020-05-16T17:40:44.000000
573.0,34,1589650846.234381,2020-05-16T17:40:46.000000
574.0,31,1589650847.2077184,2020-05-16T17:40:47.000000
575.0,26,1589650848.0023606,2020-05-16T17:40:48.000000
576.0,32,1589650849.075047,2020-05-16T17:40:49.000000
577.0,29,1589650850.3696764,2020-05-16T17:40:50.000000
578.0,39,1589650851.0330534,2020-05-16T17:40:51.000000
579.0,12,1589650852.3527954,2020-05-16T17:40:52.000000
580.0,30,1589650853.3581343,2020-05-16T17:40:53.000000
581.0,24,1589650854.1343756,2020-05-16T17:40:54.000000
582.0,30,1589650855.1252246,2020-05-16T17:40:55.000000
583.0,37,1589650856.2959678,2020-05-16T17:40:56.000000
584.0,30,1589650857.280909,2020-05-16T17:40:57.000000
585.0,37,1589650857.920949,2020-05-16T17:40:57.000000
586.0,35,1589650859.140661,2020-05-16T17:40:59.000000
587.0,26,1589650860.049434,2020-05-16T17:41:00.000000
588.0,25,1589650861.0839434,2020-05-16T17:41:01.000000
589.0,14,1589650862.0809493,2020-05-16T17:41:02.000000
590.0,30,1589650863.2002373,2020-05-16T17:41:03.000000
591.0,23,1589650864.1534882,2020-05-16T17:41:04.000000
592.0,24,1589650865.1780427,2020-05-16T17:41:05.000000
593.0,31,1589650866.1880333,2020-05-16T17:41:06.000000
594.0,22,1589650866.7604384,2020-05-16T17:41:06.000000
596.0,9,1589650869.5846877,2020-05-16T17:41:09.000000
597.0,23,1589650870.2151303,2020-05-16T17:41:10.000000
598.0,37,1589650871.1313467,2020-05-16T17:41:11.000000
599.0,25,1589650871.9958115,2020-05-16T17:41:11.000000
600.0,26,1589650873.0405843,2020-05-16T17:41:13.000000
601.0,30,1589650874.1267529,2020-05-16T17:41:14.000000
602.0,26,1589650875.082138,2020-05-16T17:41:15.000000
603.0,33,1589650876.416407,2020-05-16T17:41:16.000000
604.0,33,1589650877.1592226,2020-05-16T17:41:17.000000
605.0,28,1589650878.0918388,2020-05-16T17:41:18.000000
606.0,31,1589650879.3573086,2020-05-16T17:41:19.000000
607.0,24,1589650880.0098062,2020-05-16T17:41:20.000000
608.0,18,1589650881.347978,2020-05-16T17:41:21.000000
609.0,16,1589650881.8602924,2020-05-16T17:41:21.000000
614.0,18,1589650887.0668519,2020-05-16T17:41:27.000000
615.0,29,1589650887.9968758,2020-05-16T17:41:27.000000
616.0,23,1589650889.021677,2020-05-16T17:41:29.000000
617.0,29,1589650890.2013245,2020-05-16T17:41:30.000000
618.0,29,1589650891.1536765,2020-05-16T17:41:31.000000
619.0,35,1589650892.10589,2020-05-16T17:41:32.000000
620.0,23,1589650893.3142457,2020-05-16T17:41:33.000000
621.0,31,1589650894.0078456,2020-05-16T17:41:34.000000
622.0,23,1589650895.1879678,2020-05-16T17:41:35.000000
623.0,23,1589650896.1598518,2020-05-16T17:41:36.000000
624.0,17,1589650897.021539,2020-05-16T17:41:37.000000
625.0,30,1589650898.0806794,2020-05-16T17:41:38.000000
626.0,30,1589650899.08965,2020-05-16T17:41:39.000000
627.0,28,1589650900.125448,2020-05-16T17:41:40.000000
628.0,20,1589650901.0272653,2020-05-16T17:41:41.000000
629.0,34,1589650902.1908839,2020-05-16T17:41:42.000000
630.0,33,1589650903.1378627,2020-05-16T17:41:43.000000
631.0,23,1589650904.1313524,2020-05-16T17:41:44.000000
632.0,22,1589650905.0704334,2020-05-16T17:41:45.000000
633.0,20,1589650906.1739037,2020-05-16T17:41:46.000000
634.0,28,1589650907.068172,2020-05-16T17:41:47.000000
635.0,27,1589650908.2217433,2020-05-16T17:41:48.000000
636.0,32,1589650909.0639281,2020-05-16T17:41:49.000000
637.0,25,1589650909.9927864,2020-05-16T17:41:49.000000
638.0,20,1589650911.3327742,2020-05-16T17:41:51.000000
639.0,32,1589650912.1931572,2020-05-16T17:41:52.000000
640.0,23,1589650913.0912087,2020-05-16T17:41:53.000000
641.0,18,1589650914.1206532,2020-05-16T17:41:54.000000
642.0,22,1589650915.387928,2020-05-16T17:41:55.000000
643.0,27,1589650916.0082538,2020-05-16T17:41:56.000000
644.0,15,1589650917.0353699,2020-05-16T17:41:57.000000
645.0,17,1589650918.0783496,2020-05-16T17:41:58.000000
646.0,21,1589650919.082237,2020-05-16T17:41:59.000000
647.0,18,1589650920.1865153,2020-05-16T17:42:00.000000
648.0,25,1589650921.089078,2020-05-16T17:42:01.000000
649.0,15,1589650922.1425989,2020-05-16T17:42:02.000000
650.0,27,1589650923.0586183,2020-05-16T17:42:03.000000
651.0,13,1589650924.2014906,2020-05-16T17:42:04.000000
652.0,10,1589650925.0471883,2020-05-16T17:42:05.000000
653.0,15,1589650926.393705,2020-05-16T17:42:06.000000
654.0,19,1589650927.1961162,2020-05-16T17:42:07.000000
655.0,13,1589650928.1546798,2020-05-16T17:42:08.000000
656.0,14,1589650929.3422112,2020-05-16T17:42:09.000000
657.0,22,1589650930.0625834,2020-05-16T17:42:10.000000
658.0,19,1589650931.1380644,2020-05-16T17:42:11.000000
659.0,14,1589650932.2631094,2020-05-16T17:42:12.000000
660.0,13,1589650933.20667,2020-05-16T17:42:13.000000
661.0,21,1589650934.201078,2020-05-16T17:42:14.000000
662.0,15,1589650935.1814325,2020-05-16T17:42:15.000000
663.0,21,1589650936.153305,2020-05-16T17:42:16.000000
664.0,29,1589650937.1097894,2020-05-16T17:42:17.000000
665.0,13,1589650938.270819,2020-05-16T17:42:18.000000
666.0,19,1589650938.965827,2020-05-16T17:42:18.000000
667.0,28,1589650940.109725,2020-05-16T17:42:20.000000
668.0,26,1589650940.9936152,2020-05-16T17:42:20.000000
669.0,15,1589650942.0377822,2020-05-16T17:42:22.000000
670.0,16,1589650943.0642407,2020-05-16T17:42:23.000000
671.0,15,1589650944.1231375,2020-05-16T17:42:24.000000
672.0,18,1589650945.3287318,2020-05-16T17:42:25.000000
673.0,13,1589650945.958311,2020-05-16T17:42:25.000000
674.0,19,1589650947.0043151,2020-05-16T17:42:27.000000
675.0,21,1589650947.989453,2020-05-16T17:42:27.000000
676.0,20,1589650949.1373951,2020-05-16T17:42:29.000000
677.0,24,1589650950.1216996,2020-05-16T17:42:30.000000
678.0,18,1589650951.1808894,2020-05-16T17:42:31.000000
679.0,14,1589650952.0773442,2020-05-16T17:42:32.000000
680.0,13,1589650953.039264,2020-05-16T17:42:33.000000
681.0,18,1589650953.9876728,2020-05-16T17:42:33.000000
682.0,8,1589650955.205491,2020-05-16T17:42:35.000000
686.0,10,1589650959.4084926,2020-05-16T17:42:39.000000
687.0,15,1589650960.092786,2020-05-16T17:42:40.000000
688.0,13,1589650961.227155,2020-05-16T17:42:41.000000
689.0,17,1589650962.1417315,2020-05-16T17:42:42.000000
690.0,14,1589650963.0425518,2020-05-16T17:42:43.000000
691.0,17,1589650964.0311694,2020-05-16T17:42:44.000000
692.0,13,1589650965.188492,2020-05-16T17:42:45.000000
693.0,14,1589650966.0960767,2020-05-16T17:42:46.000000
694.0,17,1589650967.1432488,2020-05-16T17:42:47.000000
695.0,12,1589650968.0904045,2020-05-16T17:42:48.000000
696.0,14,1589650969.2348368,2020-05-16T17:42:49.000000
697.0,16,1589650970.090935,2020-05-16T17:42:50.000000
698.0,7,1589650971.271452,2020-05-16T17:42:51.000000
699.0,16,1589650972.1400328,2020-05-16T17:42:52.000000
700.0,17,1589650973.2046103,2020-05-16T17:42:53.000000
701.0,11,1589650974.0898094,2020-05-16T17:42:54.000000
702.0,9,1589650974.9979396,2020-05-16T17:42:54.000000
703.0,9,1589650976.2572253,2020-05-16T17:42:56.000000
704.0,15,1589650977.1204226,2020-05-16T17:42:57.000000
705.0,14,1589650978.1617856,2020-05-16T17:42:58.000000
706.0,11,1589650979.085274,2020-05-16T17:42:59.000000
707.0,9,1589650980.0335326,2020-05-16T17:43:00.000000
708.0,15,1589650981.205268,2020-05-16T17:43:01.000000
709.0,12,1589650982.0401616,2020-05-16T17:43:02.000000
710.0,12,1589650983.1563485,2020-05-16T17:43:03.000000
711.0,14,1589650984.1887538,2020-05-16T17:43:04.000000
712.0,12,1589650985.0356243,2020-05-16T17:43:05.000000
713.0,9,1589650986.302236,2020-05-16T17:43:06.000000
714.0,13,1589650987.020394,2020-05-16T17:43:07.000000
715.0,17,1589650987.9634385,2020-05-16T17:43:07.000000
716.0,10,1589650989.2299936,2020-05-16T17:43:09.000000
717.0,9,1589650990.162533,2020-05-16T17:43:10.000000
718.0,11,1589650991.1199124,2020-05-16T17:43:11.000000
719.0,7,1589650992.12812,2020-05-16T17:43:12.000000
720.0,4,1589650993.1186957,2020-05-16T17:43:13.000000
721.0,10,1589650994.1664367,2020-05-16T17:43:14.000000
722.0,2,1589650995.3715155,2020-05-16T17:43:15.000000
723.0,8,1589650996.3582406,2020-05-16T17:43:16.000000
724.0,11,1589650997.0738635,2020-05-16T17:43:17.000000
725.0,10,1589650998.2400355,2020-05-16T17:43:18.000000
726.0,13,1589650999.1176524,2020-05-16T17:43:19.000000
727.0,9,1589650999.9781191,2020-05-16T17:43:19.000000
728.0,8,1589651001.15034,2020-05-16T17:43:21.000000
729.0,8,1589651002.1728787,2020-05-16T17:43:22.000000
730.0,7,1589651003.1944804,2020-05-16T17:43:23.000000
731.0,5,1589651004.1499088,2020-05-16T17:43:24.000000
732.0,6,1589651005.0233102,2020-05-16T17:43:25.000000
733.0,9,1589651006.1363325,2020-05-16T17:43:26.000000
734.0,5,1589651007.067283,2020-05-16T17:43:27.000000
735.0,7,1589651008.19283,2020-05-16T17:43:28.000000
736.0,5,1589651009.1192708,2020-05-16T17:43:29.000000
737.0,8,1589651010.260753,2020-05-16T17:43:30.000000
738.0,5,1589651010.9729137,2020-05-16T17:43:30.000000
739.0,6,1589651012.312328,2020-05-16T17:43:32.000000
740.0,5,1589651013.2379818,2020-05-16T17:43:33.000000
741.0,4,1589651014.3992777,2020-05-16T17:43:34.000000
742.0,4,1589651015.0256524,2020-05-16T17:43:35.000000
743.0,12,1589651016.167162,2020-05-16T17:43:36.000000
744.0,7,1589651016.9912884,2020-05-16T17:43:36.000000
747.0,8,1589651020.106468,2020-05-16T17:43:40.000000
748.0,14,1589651020.982411,2020-05-16T17:43:40.000000
749.0,12,1589651022.2145884,2020-05-16T17:43:42.000000
750.0,12,1589651023.0886028,2020-05-16T17:43:43.000000
751.0,10,1589651024.1452038,2020-05-16T17:43:44.000000
752.0,10,1589651024.9983103,2020-05-16T17:43:44.000000
753.0,17,1589651025.937566,2020-05-16T17:43:45.000000
754.0,14,1589651027.33893,2020-05-16T17:43:47.000000
755.0,17,1589651028.0907364,2020-05-16T17:43:48.000000
756.0,15,1589651029.1500847,2020-05-16T17:43:49.000000
757.0,7,1589651029.9259343,2020-05-16T17:43:49.000000
758.0,9,1589651031.155957,2020-05-16T17:43:51.000000
759.0,8,1589651032.2181585,2020-05-16T17:43:52.000000
760.0,9,1589651032.8432288,2020-05-16T17:43:52.000000
761.0,17,1589651034.1117363,2020-05-16T17:43:54.000000
762.0,16,1589651035.1317604,2020-05-16T17:43:55.000000
763.0,16,1589651036.225681,2020-05-16T17:43:56.000000
764.0,19,1589651037.205055,2020-05-16T17:43:57.000000
765.0,19,1589651038.4094887,2020-05-16T17:43:58.000000
766.0,22,1589651039.1094697,2020-05-16T17:43:59.000000
767.0,12,1589651040.206713,2020-05-16T17:44:00.000000
768.0,22,1589651041.216682,2020-05-16T17:44:01.000000
769.0,8,1589651042.0608974,2020-05-16T17:44:02.000000
770.0,12,1589651043.0506074,2020-05-16T17:44:03.000000
771.0,13,1589651044.3497655,2020-05-16T17:44:04.000000
772.0,16,1589651045.2048998,2020-05-16T17:44:05.000000
773.0,14,1589651046.185984,2020-05-16T17:44:06.000000
774.0,18,1589651047.1724927,2020-05-16T17:44:07.000000
775.0,10,1589651048.1920488,2020-05-16T17:44:08.000000
776.0,19,1589651048.936301,2020-05-16T17:44:08.000000
777.0,25,1589651050.2449915,2020-05-16T17:44:10.000000
778.0,24,1589651051.195976,2020-05-16T17:44:11.000000
779.0,13,1589651052.2371655,2020-05-16T17:44:12.000000
780.0,23,1589651053.0709662,2020-05-16T17:44:13.000000
783.0,13,1589651056.3712573,2020-05-16T17:44:16.000000
784.0,15,1589651057.2108536,2020-05-16T17:44:17.000000
785.0,16,1589651058.3365235,2020-05-16T17:44:18.000000
786.0,19,1589651059.0260918,2020-05-16T17:44:19.000000
787.0,13,1589651060.28175,2020-05-16T17:44:20.000000
788.0,19,1589651060.9505765,2020-05-16T17:44:20.000000
789.0,12,1589651062.0040953,2020-05-16T17:44:22.000000
790.0,13,1589651063.3772948,2020-05-16T17:44:23.000000
791.0,23,1589651063.9373922,2020-05-16T17:44:23.000000
792.0,22,1589651065.3324459,2020-05-16T17:44:25.000000
793.0,12,1589651066.5493317,2020-05-16T17:44:26.000000
794.0,18,1589651067.3321996,2020-05-16T17:44:27.000000
795.0,11,1589651068.0003679,2020-05-16T17:44:28.000000
796.0,19,1589651069.2470155,2020-05-16T17:44:29.000000
797.0,20,1589651070.18616,2020-05-16T17:44:30.000000
798.0,16,1589651071.217614,2020-05-16T17:44:31.000000
799.0,21,1589651071.7743278,2020-05-16T17:44:31.000000
800.0,20,1589651073.2196698,2020-05-16T17:44:33.000000
801.0,22,1589651073.9643211,2020-05-16T17:44:33.000000
802.0,22,1589651075.188635,2020-05-16T17:44:35.000000
803.0,27,1589651076.3800414,2020-05-16T17:44:36.000000
804.0,26,1589651077.2024412,2020-05-16T17:44:37.000000
805.0,28,1589651078.1359007,2020-05-16T17:44:38.000000
806.0,23,1589651079.2933893,2020-05-16T17:44:39.000000
807.0,26,1589651079.9412177,2020-05-16T17:44:39.000000
808.0,13,1589651081.0090477,2020-05-16T17:44:41.000000
809.0,24,1589651081.8822813,2020-05-16T17:44:41.000000
810.0,16,1589651082.9041233,2020-05-16T17:44:42.000000
811.0,20,1589651084.1844873,2020-05-16T17:44:44.000000
812.0,27,1589651085.0383239,2020-05-16T17:44:45.000000
813.0,25,1589651085.9359107,2020-05-16T17:44:45.000000
814.0,14,1589651086.8610713,2020-05-16T17:44:46.000000
815.0,18,1589651088.0369945,2020-05-16T17:44:48.000000
